portfolio_value,probability,cumulative_probability
236.10,0.006564810000,0.849320950000
236.12,0.000200280000,0.849521230000
236.23,0.049034040000,0.898555270000
236.34,0.000006890000,0.898562160000
236.37,0.000027850000,0.898590010000
236.55,0.000000240000,0.898590250000
236.65,0.003034680000,0.901624930000
236.68,0.000005570000,0.901630500000
236.76,0.000003180000,0.901633680000
236.80,0.074985120000,0.976618800000
236.82,0.000785160000,0.977403960000
236.85,0.000042550000,0.977446510000
236.87,0.000000120000,0.977446630000
236.98,0.000016710000,0.977463340000
237.06,0.001118040000,0.978581380000
237.18,0.000000120000,0.978581500000
237.19,0.000002120000,0.978583620000
237.36,0.005544420000,0.984128040000
237.43,0.000024050000,0.984152090000
237.48,0.000399300000,0.984551390000
237.52,0.008968320000,0.993519710000
237.55,0.000167210000,0.993686920000
237.62,0.000001060000,0.993687980000
237.78,0.000343140000,0.994031120000
237.79,0.000079860000,0.994110980000
237.85,0.000011100000,0.994122080000
237.94,0.000000530000,0.994122610000
238.08,0.000663120000,0.994785730000
238.09,0.000239580000,0.995025310000
238.13,0.000094510000,0.995119820000
238.19,0.000126420000,0.995246240000
238.25,0.001910450000,0.997156690000
238.28,0.000007400000,0.997164090000
238.50,0.000041040000,0.997205130000
238.55,0.000043620000,0.997248750000
238.61,0.000045150000,0.997293900000
238.71,0.000003700000,0.997297600000
238.81,0.000141220000,0.997438820000
238.83,0.001079520000,0.998518340000
238.91,0.000015120000,0.998533460000
238.92,0.000009030000,0.998542490000
238.98,0.000029080000,0.998571570000
239.03,0.000001850000,0.998573420000
239.22,0.000027090000,0.998600510000
239.23,0.000008740000,0.998609250000
239.25,0.000498240000,0.999107490000
239.33,0.000005400000,0.999112890000
239.34,0.000001850000,0.999114740000
239.39,0.000079820000,0.999194560000
239.41,0.000014540000,0.999209100000
239.64,0.000004300000,0.999213400000
239.68,0.000332160000,0.999545560000
239.73,0.000007270000,0.999552830000
239.81,0.000041780000,0.999594610000
239.94,0.000003240000,0.999597850000
240.04,0.000007270000,0.999605120000
240.06,0.000001150000,0.999606270000
240.11,0.000166080000,0.999772350000
240.22,0.000001820000,0.999774170000
240.23,0.000002280000,0.999776450000
240.24,0.000024560000,0.999801010000
240.37,0.000000230000,0.999801240000
240.43,0.000083040000,0.999884280000
240.64,0.000001490000,0.999885770000
240.66,0.000001520000,0.999887290000
240.67,0.000012970000,0.999900260000
240.74,0.000083040000,0.999983300000
240.95,0.000000130000,0.999983430000
240.99,0.000006140000,0.999989570000
241.06,0.000000300000,0.999989870000
241.07,0.000000560000,0.999990430000
241.09,0.000000760000,0.999991190000
241.25,0.000000390000,0.999991580000
241.30,0.000006140000,0.999997720000
241.37,0.000000060000,0.999997780000
241.41,0.000000380000,0.999998160000
241.49,0.000000200000,0.999998360000
241.50,0.000000280000,0.999998640000
241.67,0.000000180000,0.999998820000
241.72,0.000000380000,0.999999200000
241.80,0.000000040000,0.999999240000
241.82,0.000000140000,0.999999380000
241.92,0.000000100000,0.999999480000
242.10,0.000000120000,0.999999600000
242.13,0.000000140000,0.999999740000
242.23,0.000000020000,0.999999760000
242.24,0.000000050000,0.999999810000
242.53,0.000000060000,0.999999870000
242.55,0.000000060000,0.999999930000
242.85,0.000000030000,0.999999960000
242.86,0.000000010000,0.999999970000
243.16,0.000000030000,1.000000000000
